BPF Resource Thief Detector — Session Report
Generated: 2026-06-25 03:39:16.253215
============================================================

[INFO] 03:38:59 | PID 14195 (sh) | New process → /usr/bin/which
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5751
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5752
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5753
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5776
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5796
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/5975
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6039
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6227
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6234
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6235
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6237
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6239
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6253
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6254
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6256
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6290
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6292
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6305
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6384
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6492
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6510
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6651
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6666
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6709
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6755
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6838
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/6996
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/7126
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/7127
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/7128
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/7977
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/8197
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9129
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9305
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9604
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9657
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9666
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9690
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9743
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9752
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9799
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9806
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9815
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9821
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9826
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9827
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9876
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/9935
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/10028
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/10326
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/10331
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/10332
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/10334
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/10357
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/10374
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/10380
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/10425
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/10445
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/10446
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/10475
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/10794
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/11021
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/11033
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/11148
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/11251
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/11296
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/11368
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/12540
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/13205
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/13310
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/13348
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/13366
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/13649
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/13682
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/13926
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/13986
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/14153
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/14165
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/14177
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/14190
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/14192
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/14193
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/14217
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/14218
[ALERT] 03:39:03 | PID 14218 (ps) | Accessed sensitive file → /proc/meminfo
[WARN] 03:39:03 | PID 14220 (sh) | Suspicious exec → /usr/share/code/resources/app/out/vs/base/node/cpuUsage.sh
[INFO] 03:39:03 | PID 14221 (cpuUsage.sh) | New process → /usr/bin/sed
[ALERT] 03:39:03 | PID 14221 (sed) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:03 | PID 14221 (sed) | Accessed sensitive file → /proc/stat
[INFO] 03:39:03 | PID 14222 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:03 | PID 14222 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:03 | PID 14222 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:03 | PID 14222 (cat) | Accessed sensitive file → /proc/13366/stat
[INFO] 03:39:03 | PID 14223 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:03 | PID 14223 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:03 | PID 14223 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:03 | PID 14223 (cat) | Accessed sensitive file → /proc/14190/stat
[INFO] 03:39:03 | PID 14224 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:03 | PID 14224 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:03 | PID 14224 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:03 | PID 14224 (cat) | Accessed sensitive file → /proc/14192/stat
[INFO] 03:39:03 | PID 14225 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:03 | PID 14225 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:03 | PID 14225 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:03 | PID 14225 (cat) | Accessed sensitive file → /proc/14193/stat
[INFO] 03:39:03 | PID 14226 (cpuUsage.sh) | New process → /usr/bin/sleep
[ALERT] 03:39:03 | PID 14226 (sleep) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:03 | PID 14226 (sleep) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:04 | PID 6292 (ThreadPoolForeg) | Accessed sensitive file → /home/sudipto-roy-s-hawon/.cache/google-chrome/Default/Cache/Cache_Data/index-dir/temp-index
[INFO] 03:39:04 | PID 14227 (cpuUsage.sh) | New process → /usr/bin/sed
[ALERT] 03:39:04 | PID 14227 (sed) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:04 | PID 14227 (sed) | Accessed sensitive file → /proc/stat
[INFO] 03:39:04 | PID 14228 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:04 | PID 14228 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:04 | PID 14228 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:04 | PID 14228 (cat) | Accessed sensitive file → /proc/13366/stat
[INFO] 03:39:04 | PID 14230 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:04 | PID 14230 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:04 | PID 14230 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:04 | PID 14230 (cat) | Accessed sensitive file → /proc/14190/stat
[INFO] 03:39:04 | PID 14232 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:04 | PID 14232 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:04 | PID 14232 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:04 | PID 14232 (cat) | Accessed sensitive file → /proc/14192/stat
[INFO] 03:39:04 | PID 14234 (cpuUsage.sh) | New process → /usr/bin/cat
[ALERT] 03:39:04 | PID 14234 (cat) | Accessed sensitive file → /proc/filesystems
[ALERT] 03:39:04 | PID 14234 (cat) | Accessed sensitive file → /proc/self/maps
[ALERT] 03:39:04 | PID 14234 (cat) | Accessed sensitive file → /proc/14193/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6755/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/13926/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/13926/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/13926/stat
[ALERT] 03:39:07 | PID 6292 (ThreadPoolForeg) | Accessed sensitive file → /home/sudipto-roy-s-hawon/.config/google-chrome/Default/Reporting and NEL-journal
[ALERT] 03:39:07 | PID 6292 (ThreadPoolForeg) | Accessed sensitive file → /home/sudipto-roy-s-hawon/.config/google-chrome/Default
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/meminfo
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/14177/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/14165/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/14153/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/13986/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/13649/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/11296/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/11251/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/9935/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/9129/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6996/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/11368/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6838/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6755/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6709/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6227/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6666/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6651/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6510/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6492/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6290/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6305/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6384/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6292/stat
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6227/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6227/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6227/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6290/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6290/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6290/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6292/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6292/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6292/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6305/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6305/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6305/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6384/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6384/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6384/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6492/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6492/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6492/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6510/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6510/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6510/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6651/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6651/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6651/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6666/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6666/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6666/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | High-speed file access: 51 files/sec  ← POSSIBLE EXFILTRATION
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6709/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6709/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6709/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6755/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6755/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6755/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6838/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6838/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6838/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6996/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6996/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6996/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9129/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9129/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9129/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9935/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9935/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9935/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11251/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11251/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11251/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11296/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11296/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11296/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11368/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11368/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11368/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13649/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13649/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13649/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13986/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13986/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13986/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14153/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14153/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14153/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14165/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14165/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14165/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14177/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14177/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14177/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6227/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6227/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6227/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6290/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6290/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6290/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6292/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6292/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6292/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6305/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6305/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6305/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6384/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6384/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6384/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6492/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6492/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6492/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6510/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6510/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6510/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6651/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6651/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6651/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6666/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6666/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6666/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6709/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6709/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6709/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6755/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6755/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6755/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6838/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6838/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6838/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6996/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6996/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6996/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9129/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9129/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9129/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9935/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9935/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9935/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11251/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11251/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11251/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11296/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11296/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11296/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11368/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11368/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11368/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13649/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13649/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13649/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13986/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13986/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13986/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14153/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14153/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14153/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14165/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14165/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14165/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14177/status
